Index,Date,ClockTime,RawTime,TraceSampID,Voltage_L1_N:REAL,Voltage_L2_N:REAL,Voltage_L3_N:REAL,Current_L1:REAL,Current_L2:REAL,Current_L3:REAL,Total_Active_Power:REAL,Total_Consumed_Energy:REAL,InvOutCurrent_Real:REAL,Machine.IMotor:REAL,KesmeZamani_s:INT,KesilenAlan_m2:REAL,AutoPar.SawDiameter:REAL,AutoPar.SawThickness:REAL,AutoPar.SawTooth:DINT,Malzeme.D_H1:REAL,Malzeme.W1:REAL,Z_Kafa_HMI:LREAL,Kafa.Act.Pos:LREAL,Kafa.Act.Trq:LREAL,Kafa.Act.Vel:LREAL,CurrentF:REAL,CurrentS:REAL,AutoPar.FeedRate1:REAL,AutoPar.FeedRate2:REAL,AutoPar.PeripSpeed:REAL,KafaCurrent_1_abs:LREAL,Z_Accelerometer:REAL,X_Accelerometer:REAL,Y_Accelerometer:REAL,KesmeZamani_min:INT
714,2026-02-17,01:15:06,1771290906106568730,,"226,199997","226,5","226,800003","34,4199982","34,6399994","33,5999985",20224,19694,"29,0360107","44,6769218",3,"2,20988393","899,999878","4,19999981",60,292,115,"-185,4468384","264,5417339","-5,8","-2,848761422","2,87363195",125,"0,0649999976","2,87363195",125,"0,246","47,9365082","48,2380905","45,2317505",1
715,2026-02-17,01:15:06,1771290906206569761,,"226,199997","226,5","226,800003","34,4199982","34,6399994","33,5999985",20224,19694,"28,6875706","44,1384583",3,"2,20988393","899,999878","4,19999981",60,292,115,"-185,7345886","264,2538592","-5,3","-2,866131919","2,87363195",125,"0,0649999976","2,87363195",125,"0,2132","47,5111084","47,4920692","44,1904793",1
716,2026-02-17,01:15:06,1771290906306570740,,"226,199997","226,5","226,800003","34,4199982","34,6399994","33,5999985",20224,19694,"28,5133591","43,8615417",3,"2,20988393","899,999878","4,19999981",60,292,115,"-186,021759","263,9666695","-5,4","-2,88265092","2,87363195",125,"0,0649999976","2,87363195",125,"0,2214","47,533329","47,9460297","44,1206398",1
717,2026-02-17,01:15:06,1771290906406571312,,"226,199997","226,5","226,800003","34,4199982","34,6399994","33,5999985",20224,19694,"28,8037205","44,3076897",4,"2,20988393","899,999878","4,19999981",60,292,115,"-186,3092651","263,6791807","-5,1","-2,865450723","2,87363195",125,"0,0649999976","2,87363195",125,"0,2009","47,2095299","47,8952408","44,1301613",1
718,2026-02-17,01:15:07,1771290906506572093,,"226,199997","226,5","226,800003","34,4199982","34,6399994","33,5999985",20224,19694,"28,9198608","44,4923096",4,"2,20988393","899,999878","4,19999981",60,292,115,"-186,5963745","263,3919956","-4,8","-2,890058926","2,87363195",125,"0,0649999976","2,87363195",125,"0,2009","47,1714287","48,1079407","43,7269897",1
719,2026-02-17,01:15:07,1771290906606573809,,"226,199997","226,5","226,800003","34,4199982","34,6399994","33,5999985",20224,19694,"29,2102203","44,9384613",4,"2,20988393","899,999878","4,19999981",60,292,115,"-186,8834534","263,1050149","-5,6","-2,873625074","2,87363195",125,"0,0649999976","2,87363195",125,"0,2378","47,1841316","47,99683","44,2507896",1
720,2026-02-17,01:15:07,1771290906706574924,,"226,199997","226,5","226,800003","34,4199982","34,6399994","33,5999985",20224,19694,"29,5586491","45,4769211",4,"2,20988393","899,999878","4,19999981",60,292,115,"-187,1712036","262,8171808","-5,4","-2,889122282","2,87363195",125,"0,0649999976","2,87363195",125,"0,2255","47,4539719","48,0095291","45,1015892",1
721,2026-02-17,01:15:07,1771290906806575104,,"226,199997","226,5","226,800003","34,4199982","34,6399994","33,5999985",20224,19694,"30,0232296","46,1846199",4,"2,20988393","899,999878","4,19999981",60,292,115,"-187,4588318","262,5297012","-5,3","-2,856595176","2,87363195",125,"0,0649999976","2,87363195",125,"0,2173","48,3301582","48,165081","44,99683",1
722,2026-02-17,01:15:07,1771290906906575866,,"226,199997","226,5","226,800003","34,4199982","34,6399994","33,5999985",20224,19694,"29,6167202","45,5692291",4,"2,20988393","899,999878","4,19999981",60,292,115,"-187,7460327","262,2424407",-5,"-2,858127866","2,87363195",125,"0,0649999976","2,87363195",125,"0,2009","47,6254005","48,0952415","44,3745995",1
723,2026-02-17,01:15:07,1771290907006577470,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19694,"29,2102203","44,9384613",4,"2,20988393","899,999878","4,19999981",60,292,115,"-188,0332642","261,9551223","-4,8","-2,890740122","2,87363195",125,"0,0649999976","2,87363195",125,"0,2009","46,8126984","48,2158699","43,6920586",1
724,2026-02-17,01:15:07,1771290907106578363,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19694,"29,1521492","44,8461494",4,"2,20988393","899,999878","4,19999981",60,292,115,"-188,320282","261,6681618","-5,6","-2,875242914","2,87363195",125,"0,0649999976","2,87363195",125,"0,2255","47,9301605","48,1333389","44,3682594",1
725,2026-02-17,01:15:07,1771290907206578738,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19694,"29,09408","44,753849",4,"2,20988393","899,999878","4,19999981",60,292,115,"-188,6079712","261,3804785","-5,3","-2,874987466","2,87363195",125,"0,0649999976","2,87363195",125,"0,2255","47,0539703","48,1714287","45,1492119",1
726,2026-02-17,01:15:07,1771290907306579866,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19694,"28,6294994","44,0461502",4,"2,20988393","899,999878","4,19999981",60,292,115,"-188,8956604","261,0928578","-5,3","-2,861363547","2,87363195",125,"0,0649999976","2,87363195",125,"0,2255","48,2444496","48,4603195","45,1238098",1
727,2026-02-17,01:15:07,1771290907406580669,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19694,"28,4552803","43,7846107",5,"2,20988393","899,999878","4,19999981",60,292,115,"-189,1827698","260,8057034","-5,4","-2,862300192","2,87363195",125,"0,0649999976","2,87363195",125,"0,2173","47,39048","48,1301613","44,2222214",1
728,2026-02-17,01:15:08,1771290907506581419,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19694,"28,8617897","44,4000015",5,"2,20988393","899,999878","4,19999981",60,292,115,"-189,4700317","260,5183905","-5,3","-2,877541951","2,87363195",125,"0,0649999976","2,87363195",125,"0,2132","47,7047615","48,2603188","44,3111115",1
729,2026-02-17,01:15:08,1771290907606582566,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19694,"29,2102203","44,9384613",5,"2,20988393","899,999878","4,19999981",60,292,115,"-189,7572632","260,2311427","-5,3","-2,876605306","2,87363195",125,"0,0649999976","2,87363195",125,"0,2132","47,3269806","48,0349197","44,4380989",1
730,2026-02-17,01:15:08,1771290907706583652,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19694,"29,2682896","45,0307693",5,"2,20988393","899,999878","4,19999981",60,292,115,"-190,0449829","259,9433521","-4,7","-2,898403576","2,87363195",125,"0,0649999976","2,87363195",125,"0,1927","47,5396805","48,1142807","44,5746002",1
731,2026-02-17,01:15:08,1771290907806584461,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19694,"29,7328701","45,7384605",5,"2,20988393","899,999878","4,19999981",60,292,115,"-190,3322144","259,6562324",-5,"-2,87941524","2,87363195",125,"0,0649999976","2,87363195",125,"0,2132","47,8031807","48,3238106","44,9142914",1
732,2026-02-17,01:15:08,1771290907906581463,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19694,"29,9070892","46,0153809",5,"2,20988393","899,999878","4,19999981",60,292,115,"-190,6195068","259,3689748","-5,2","-2,866472517","2,87363195",125,"0,0649999976","2,87363195",125,"0,2214","47,6698418","48,1269798","44,6603203",1
733,2026-02-17,01:15:08,1771290908006586083,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19705,"29,5586491","45,4769211",5,"2,20988393","899,999878","4,19999981",60,292,115,"-190,9069214","259,081566","-5,3","-2,860682351","2,87363195",125,"0,0649999976","2,87363195",125,"0,2173","47,9936485","48,5841293","44,3587303",1
734,2026-02-17,01:15:08,1771290908106588166,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19705,"29,2102203","44,9384613",5,"2,20988393","899,999878","4,19999981",60,292,115,"-191,1942749","258,7941372","-5,1","-2,879159791","2,87363195",125,"0,0649999976","2,87363195",125,"0,205","47,39048","48,2698402","44,5523796",1
735,2026-02-17,01:15:08,1771290908206587780,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19705,"29,1521492","44,8461494",5,"2,20988393","899,999878","4,19999981",60,292,115,"-191,4815979","258,5068103","-5,2","-2,883587565","2,87363195",125,"0,0649999976","2,87363195",125,"0,2132","47,4127007","48,3523788","44,1047592",1
736,2026-02-17,01:15:08,1771290908306588954,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19705,"28,9779301","44,58461",5,"2,20988393","899,999878","4,19999981",60,292,115,"-191,7691956","258,2192264",-5,"-2,879159791","2,87363195",125,"0,0649999976","2,87363195",125,"0,2009","47,1936493","48,139679","44,5682602",1
737,2026-02-17,01:15:08,1771290908406589807,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19705,"28,8617897","44,4000015",6,"2,20988393","899,999878","4,19999981",60,292,115,"-192,0562439","257,932225","-5,2","-2,874646868","2,87363195",125,"0,0649999976","2,87363195",125,"0,2173","47,7619095","48,0984116","44,9174614",1
738,2026-02-17,01:15:09,1771290908506591348,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19705,"28,4552803","43,7846107",6,"2,20988393","899,999878","4,19999981",60,292,115,"-192,343811","257,6447192","-5,5","-2,856765475","2,87363195",125,"0,0649999976","2,87363195",125,"0,2296","48,30159","48,5428581","44,9492111",1
739,2026-02-17,01:15:09,1771290908606591953,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19705,"28,6875706","44,1384583",6,"2,20988393","899,999878","4,19999981",60,292,115,"-192,6309509","257,3574655","-5,3","-2,88094793","2,87363195",125,"0,0649999976","2,87363195",125,"0,2091","47,4063492","48,3301582","44,3428612",1
740,2026-02-17,01:15:09,1771290908706592232,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19705,"29,2102203","44,9384613",6,"2,20988393","899,999878","4,19999981",60,292,115,"-192,9185791","257,0698747","-5,2","-2,869878496","2,87363195",125,"0,0649999976","2,87363195",125,"0,2132","47,7904816","48,2380905","44,2888908",1
741,2026-02-17,01:15:09,1771290908806593806,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19705,"29,3844395","45,2000008",6,"2,20988393","899,999878","4,19999981",60,292,115,"-193,2060242","256,7823526","-4,7","-2,88273607","2,87363195",125,"0,0649999976","2,87363195",125,"0,1886","46,8793602","48,0381012","43,8063507",1
742,2026-02-17,01:15:09,1771290908906594931,,"226,100006","226,5","226,800003","34,5","34,6199989","33,7400017",20224,19705,"29,7909393","45,8307686",6,"2,20988393","899,999878","4,19999981",60,292,115,"-193,4932251","256,4951464","-4,6","-2,895253045","2,87363195",125,"0,0649999976","2,87363195",125,"0,1927","47,5619011","48,0158691","44,7365112",1
743,2026-02-17,01:15:09,1771290909006595604,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19705,"29,7909393","45,8307686",6,"2,20988393","899,999878","4,19999981",60,292,115,"-193,7804565","256,208046","-5,3","-2,866983414","2,87363195",125,"0,0649999976","2,87363195",125,"0,2255","48,0444489","48,3428612","45,2666702",1
744,2026-02-17,01:15:09,1771290909106596481,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19705,"29,6167202","45,5692291",6,"2,20988393","899,999878","4,19999981",60,292,115,"-194,067688","255,9207911","-5,6","-2,864769527","2,87363195",125,"0,0649999976","2,87363195",125,"0,2255","47,4190483","48,1047592","44,1714287",1
745,2026-02-17,01:15:09,1771290909206597087,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19705,"29,3263607","45,1230812",6,"2,20988393","899,999878","4,19999981",60,292,115,"-194,3553467","255,63316","-5,7","-2,859745707","2,87363195",125,"0,0649999976","2,87363195",125,"0,2378","47,8095207","48,4158707","44,2444496",1
746,2026-02-17,01:15:09,1771290909306598328,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19705,"29,1521492","44,8461494",6,"2,20988393","899,999878","4,19999981",60,292,115,"-194,6431122","255,3453263","-4,8","-2,866983414","2,87363195",125,"0,0649999976","2,87363195",125,"0,1886","47,6317482","48,1936493","44,5587311",1
747,2026-02-17,01:15:09,1771290909406599223,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19705,"28,7456493","44,2307701",7,"2,20988393","899,999878","4,19999981",60,292,115,"-194,9298859","255,0584693","-4,6","-2,896785736","2,87363195",125,"0,0649999976","2,87363195",125,"0,1927","46,6571388","48,168251","44,2825394",1
748,2026-02-17,01:15:10,1771290909506601846,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19705,"28,6294994","44,0461502",7,"2,20988393","899,999878","4,19999981",60,292,115,"-195,2171326","254,7713179","-5,4","-2,874902316","2,87363195",125,"0,0649999976","2,87363195",125,"0,2255","48,3936501","48,2095299","44,4095192",1
749,2026-02-17,01:15:10,1771290909606601104,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19705,"28,5133591","43,8615417",7,"2,20988393","899,999878","4,19999981",60,292,115,"-195,5045471","254,4838442","-5,3","-2,89116587","2,87363195",125,"0,0649999976","2,87363195",125,"0,2255","47,8539696","48,1111107","44,4158707",1
750,2026-02-17,01:15:10,1771290909706601994,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19705,"29,09408","44,753849",7,"2,20988393","899,999878","4,19999981",60,292,115,"-195,7922363","254,1963507","-5,7","-2,844674247","2,87363195",125,"0,0649999976","2,87363195",125,"0,2378","48,0698395","48,4888916","44,5111084",1
751,2026-02-17,01:15:10,1771290909806603270,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19705,"29,3263607","45,1230812",7,"2,20988393","899,999878","4,19999981",60,292,115,"-196,0796661","253,9087726",-5,"-2,86766461","2,87363195",125,"0,0649999976","2,87363195",125,"0,1968","47,4222183","48,2444496","44,6349182",1
752,2026-02-17,01:15:10,1771290909906603809,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19705,"29,6167202","45,5692291",7,"2,20988393","899,999878","4,19999981",60,292,115,"-196,3666534","253,6217368","-4,9","-2,888696534","2,87363195",125,"0,0649999976","2,87363195",125,"0,2009","47,5079384","48,2444496","44,0317497",1
753,2026-02-17,01:15:10,1771290910006604746,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19716,"29,9070892","46,0153809",7,"2,20988393","899,999878","4,19999981",60,292,115,"-196,6542206","253,3342014","-5,1","-2,87430627","2,87363195",125,"0,0649999976","2,87363195",125,"0,2009","46,7492104","48,1365089","43,99683",1
754,2026-02-17,01:15:10,1771290910106602153,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19716,"29,9070892","46,0153809",7,"2,20988393","899,999878","4,19999981",60,292,115,"-196,9413147","253,0470688",-5,"-2,891847066","2,87363195",125,"0,0649999976","2,87363195",125,"0,2132","48,0444489","48,0253983","45,0063515",1
755,2026-02-17,01:15:10,1771290910206606892,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19716,"29,5005798","45,3846207",7,"2,20988393","899,999878","4,19999981",60,292,115,"-197,2288818","252,7596753","-5,8","-2,855147634","2,87363195",125,"0,0649999976","2,87363195",125,"0,2542","48,228569","48,3142891","44,9142914",1
756,2026-02-17,01:15:10,1771290910306607422,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19716,"29,5005798","45,3846207",7,"2,20988393","899,999878","4,19999981",60,292,115,"-197,5164795","252,4720231","-5,2","-2,855062485","2,87363195",125,"0,0649999976","2,87363195",125,"0,205","47,5396805","48,0253983","44,3587303",1
757,2026-02-17,01:15:10,1771290910406608463,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19716,"29,09408","44,753849",8,"2,20988393","899,999878","4,19999981",60,292,115,"-197,8035889","252,1848488","-5,1","-2,875157765","2,87363195",125,"0,0649999976","2,87363195",125,"0,2091","47,6571388","48,5777817","43,7841301",1
758,2026-02-17,01:15:11,1771290910506609287,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19716,"28,6294994","44,0461502",8,"2,20988393","899,999878","4,19999981",60,292,115,"-198,0911102","251,8973291","-5,2","-2,863747733","2,87363195",125,"0,0649999976","2,87363195",125,"0,2009","47,5460281","47,860321","43,8381004",1
759,2026-02-17,01:15:11,1771290910606610587,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19716,"28,5133591","43,8615417",8,"2,20988393","899,999878","4,19999981",60,292,115,"-198,3781586","251,6101606",-5,"-2,905470984","2,87363195",125,"0,0649999976","2,87363195",125,"0,2091","47,3587303","48,00317","44,6127014",1
760,2026-02-17,01:15:11,1771290910706611255,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19716,"28,8037205","44,3076897",8,"2,20988393","899,999878","4,19999981",60,292,115,"-198,6654358","251,3230453","-5,8","-2,87098544","2,87363195",125,"0,0649999976","2,87363195",125,"0,246","47,7365112","47,8444405","45,2476196",1
761,2026-02-17,01:15:11,1771290910806611947,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19716,"29,09408","44,753849",8,"2,20988393","899,999878","4,19999981",60,292,115,"-198,9535217","251,0349572",-5,"-2,868005208","2,87363195",125,"0,0649999976","2,87363195",125,"0,2091","47,5809517","48,2031708","44,39048",1
762,2026-02-17,01:15:11,1771290910906612871,,"226,199997","226,5",227,"34,3199997","34,5400009","33,6599998",20224,19716,"29,2102203","44,9384613",8,"2,20988393","899,999878","4,19999981",60,292,115,"-199,240509","250,7479686","-5,1","-2,868856703","2,87363195",125,"0,0649999976","2,87363195",125,"0,2091","47,8571396","48,7047615","44,4158707",1
763,2026-02-17,01:15:11,1771290911006614152,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19716,"29,7328701","45,7384605",8,"2,20988393","899,999878","4,19999981",60,292,115,"-199,5277405","250,4607035","-5,3","-2,868686404","2,87363195",125,"0,0649999976","2,87363195",125,"0,2091","47,3365097","47,9777794","44,5206299",1
764,2026-02-17,01:15:11,1771290911106614900,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19716,"30,0813007","46,2769203",8,"2,20988393","899,999878","4,19999981",60,292,115,"-199,8149567","250,173409",-5,"-2,893294607","2,87363195",125,"0,0649999976","2,87363195",125,"0,205","47,2666702","48,1015892","43,9269791",1
765,2026-02-17,01:15:11,1771290911206615959,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19716,"29,7909393","45,8307686",8,"2,20988393","899,999878","4,19999981",60,292,115,"-200,1025696","249,8859005","-5,3","-2,867834909","2,87363195",125,"0,0649999976","2,87363195",125,"0,2173","47,1269798","48,1015892","44,2666702",1
766,2026-02-17,01:15:11,1771290911306616757,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19716,"29,2682896","45,0307693",8,"2,20988393","899,999878","4,19999981",60,292,115,"-200,3901367","249,5982776","-4,6","-2,885375704","2,87363195",125,"0,0649999976","2,87363195",125,"0,1968","48,0349197","48,1238098","44,9365082",1
767,2026-02-17,01:15:11,1771290911406617548,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19716,"29,3844395","45,2000008",9,"2,20988393","899,999878","4,19999981",60,292,115,"-200,6771698","249,3113676","-5,4","-2,858638763","2,87363195",125,"0,0649999976","2,87363195",125,"0,2296","47,6603203","48,5047607","44,4634895",1
768,2026-02-17,01:15:12,1771290911506618580,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19716,"29,1521492","44,8461494",9,"2,20988393","899,999878","4,19999981",60,292,115,"-200,9645538","249,023952","-5,5","-2,852593149","2,87363195",125,"0,0649999976","2,87363195",125,"0,2173","47,5111084","48,0539703","44,5872993",1
769,2026-02-17,01:15:12,1771290911606619673,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19716,"28,9198608","44,4923096",9,"2,20988393","899,999878","4,19999981",60,292,115,"-201,2519836","248,7364493","-5,1","-2,875583512","2,87363195",125,"0,0649999976","2,87363195",125,"0,2091","47,4000015","48,2666702","44,0888901",1
770,2026-02-17,01:15:12,1771290911706620581,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19716,"28,3972092","43,6923103",9,"2,20988393","899,999878","4,19999981",60,292,115,"-201,5391846","248,4492064","-5,5","-2,883417266","2,87363195",125,"0,0649999976","2,87363195",125,"0,2173","46,7079391","48,0761909","45,4571419",1
771,2026-02-17,01:15:12,1771290911806621394,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19716,"28,9198608","44,4923096",9,"2,20988393","899,999878","4,19999981",60,292,115,"-201,8269653","248,1614307","-4,6","-2,885290555","2,87363195",125,"0,0649999976","2,87363195",125,"0,1927","48,0920601","47,9238091","45,1333389",1
772,2026-02-17,01:15:12,1771290911906622079,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19716,"29,09408","44,753849",9,"2,20988393","899,999878","4,19999981",60,292,115,"-202,1140747","247,8744153",-5,"-2,868005208","2,87363195",125,"0,0649999976","2,87363195",125,"0,2132","48,0317497","48,0857201","45,3396797",1
773,2026-02-17,01:15:12,1771290912006623576,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19728,"29,1521492","44,8461494",9,"2,20988393","899,999878","4,19999981",60,292,115,"-202,401474","247,5870155","-5,1","-2,865195274","2,87363195",125,"0,0649999976","2,87363195",125,"0,2132","47,7809486","47,7968292","44,4222183",1
774,2026-02-17,01:15:12,1771290912106624798,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19728,"29,6748009","45,6461487",9,"2,20988393","899,999878","4,19999981",60,292,115,"-202,6886902","247,2997408","-5,3","-2,878734044","2,87363195",125,"0,0649999976","2,87363195",125,"0,2173","47,2761917","48,7269897","44,00317",1
775,2026-02-17,01:15:12,1771290912206625085,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19728,"29,9651604","46,1076889",9,"2,20988393","899,999878","4,19999981",60,292,115,"-202,9762421","247,0121932",-5,"-2,871070589","2,87363195",125,"0,0649999976","2,87363195",125,"0,1927","47,1365089","47,99683","44,1047592",1
776,2026-02-17,01:15:12,1771290912306625602,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19728,"29,5586491","45,4769211",9,"2,20988393","899,999878","4,19999981",60,292,115,"-203,2635956","246,7248256","-4,6","-2,878393446","2,87363195",125,"0,0649999976","2,87363195",125,"0,1886","47,6476212","47,9809494","44,5872993",1
777,2026-02-17,01:15:12,1771290912406626824,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19728,"29,2102203","44,9384613",10,"2,20988393","899,999878","4,19999981",60,292,115,"-203,5509796","246,4374539","-4,7","-2,87592411","2,87363195",125,"0,0649999976","2,87363195",125,"0,1968","47,60952","48,0507889","45,0412712",1
778,2026-02-17,01:15:13,1771290912506628266,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19728,"29,09408","44,753849",10,"2,20988393","899,999878","4,19999981",60,292,115,"-203,838089","246,1503737","-5,2","-2,873199327","2,87363195",125,"0,0649999976","2,87363195",125,"0,2173","47,4888916","48,00317","44,5587311",1
779,2026-02-17,01:15:13,1771290912606628646,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19728,"28,8617897","44,4000015",10,"2,20988393","899,999878","4,19999981",60,292,115,"-204,1255035","245,8630209","-5,7","-2,855403083","2,87363195",125,"0,0649999976","2,87363195",125,"0,2378","47,5904808","48,469841","44,2984085",1
780,2026-02-17,01:15:13,1771290912706633529,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19728,"28,6875706","44,1384583",10,"2,20988393","899,999878","4,19999981",60,292,115,"-204,4128723","245,5755695","-5,6","-2,865280424","2,87363195",125,"0,0649999976","2,87363195",125,"0,2173","47,69524","48,1079407","44,5238113",1
781,2026-02-17,01:15:13,1771290912806631236,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19728,"28,2810707","43,5076904",10,"2,20988393","899,999878","4,19999981",60,292,115,"-204,7005463","245,2878937","-4,9","-2,872432981","2,87363195",125,"0,0649999976","2,87363195",125,"0,2009","47,2793694","48,168251","44,3206406",1
782,2026-02-17,01:15:13,1771290912906631428,,"226,300003","226,300003","226,800003","34,3600006","34,8199997","33,5999985",20224,19728,"28,8617897","44,4000015",10,"2,20988393","899,999878","4,19999981",60,292,115,"-204,9877625","245,0006282","-4,8","-2,881118229","2,87363195",125,"0,0649999976","2,87363195",125,"0,1927","47,5968208","48,0317497","45,0095291",1
783,2026-02-17,01:15:13,1771290913006632631,,"226,199997","226,300003","226,600006","34,4199982","34,8199997","33,5999985",20352,19728,"29,09408","44,753849",10,"2,20988393","899,999878","4,19999981",60,292,115,"-205,2749023","244,7135011","-4,9","-2,890910421","2,87363195",125,"0,0649999976","2,87363195",125,"0,2091","47,4222183","48,0603218","44,6317482",1
784,2026-02-17,01:15:13,1771290913106633563,,"226,199997","226,300003","226,600006","34,4199982","34,8199997","33,5999985",20352,19728,"29,4425106","45,2923088",10,"2,20988393","899,999878","4,19999981",60,292,115,"-205,5624237","244,4260991","-5,7","-2,857191222","2,87363195",125,"0,0649999976","2,87363195",125,"0,2378","48,5904808","48,4190483","45,2730217",1
785,2026-02-17,01:15:13,1771290913206638519,,"226,199997","226,300003","226,600006","34,4199982","34,8199997","33,5999985",20352,19728,"29,7328701","45,7384605",10,"2,20988393","899,999878","4,19999981",60,292,115,"-205,8497925","244,1386415","-5,3","-2,872007234","2,87363195",125,"0,0649999976","2,87363195",125,"0,2132",48,"48,30159","44,8793602",1
786,2026-02-17,01:15:13,1771290913306635275,,"226,199997","226,300003","226,600006","34,4199982","34,8199997","33,5999985",20352,19728,"30,0232296","46,1846199",10,"2,20988393","899,999878","4,19999981",60,292,115,"-206,1374054","243,8510738",-5,"-2,865365573","2,87363195",125,"0,0649999976","2,87363195",125,"0,205","47,4412689","48,4000015","44,0888901",1
787,2026-02-17,01:15:13,1771290913406636116,,"226,199997","226,300003","226,600006","34,4199982","34,8199997","33,5999985",20352,19728,"29,4425106","45,2923088",11,"2,20988393","899,999878","4,19999981",60,292,115,"-206,424469","243,5639303",-5,"-2,875157765","2,87363195",125,"0,0649999976","2,87363195",125,"0,1927","47,6888885","48,2095299","44,0888901",1
788,2026-02-17,01:15:14,1771290913506637192,,"226,199997","226,300003","226,600006","34,4199982","34,8199997","33,5999985",20352,19728,"29,5586491","45,4769211",11,"2,20988393","899,999878","4,19999981",60,292,115,"-206,7117615","243,2766151","-4,8","-2,894146102","2,87363195",125,"0,0649999976","2,87363195",125,"0,2009","47,6761894","47,7460289","44,7777786",1
789,2026-02-17,01:15:14,1771290913606638235,,"226,199997","226,300003","226,600006","34,4199982","34,8199997","33,5999985",20352,19728,"28,9198608","44,4923096",11,"2,20988393","899,999878","4,19999981",60,292,115,"-206,9989014","242,9895946","-5,7","-2,869537898","2,87363195",125,"0,0649999976","2,87363195",125,"0,2419","48,1428604","48,1873016","45,1428604",1
